time,average_xi,average_xv,left_jix,left_jvx,left_xi,left_xs,left_xv,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0,0,0,0
1,9.6071192837649e-07,9.6072152588856e-07,-1.6932031426144e-22,-1.6932200577136e-22,4.0689034756984e-23,1,4.0689034756984e-23,1.7129479703437e-22,1.7129650826937e-22,0.060983232186276,0.06098384140876
2.2,2.1132437790766e-06,2.1132738337247e-06,-3.724430181797e-22,-3.7244831511237e-22,1.0391666407332e-34,1,1.0391666435322e-34,3.7678637307566e-22,3.7679173177871e-22,0.13414264176298,0.13414454954567
3.64,3.4953798148183e-06,3.4954510698114e-06,-6.1601701138666e-22,-6.1602956941105e-22,3.2551560287551e-38,1,3.2552223882621e-38,6.2320135703998e-22,6.2321406151642e-22,0.22187666513781,0.22188118819998
5.368,5.1518516408543e-06,5.1519978915621e-06,-9.0790401868123e-22,-9.0792979327485e-22,4.7974715157111e-38,1,4.7976077134064e-38,9.1849371695844e-22,9.1851979215618e-22,0.32702473605631,0.32703401963092
7.4416,7.1352534044342e-06,7.1355270589257e-06,-1.2573299063921e-21,-1.2573781318338e-21,6.6437104349664e-38,1,6.6439652634422e-38,1.2719980227041e-21,1.2720468106493e-21,0.45292537983354,0.45294275063418
9.92992,9.5067403353329e-06,9.5072208630186e-06,-1.6749899164526e-21,-1.6750745923539e-21,8.8502590540733e-38,1,8.8507064807534e-38,1.6945363639613e-21,1.6946220276886e-21,0.60346055469923,0.60349105721571
12.915904,1.2336222804292e-05,1.2337029059556e-05,-2.1730519727244e-21,-2.1731940301747e-21,1.1481175722544e-37,1,1.1481926327019e-37,2.198422483066e-21,2.1985661981741e-21,0.78306797006996,0.78311914883699
16.4990848,1.5701523138151e-05,1.5702831028878e-05,-2.7649561870953e-21,-2.7651865895118e-21,1.4607050870273e-37,1,1.4608268209438e-37,2.7972602632563e-21,2.7974933552543e-21,0.99668756359688,0.99677058474146
20.79890176,1.9685620458033e-05,1.96876879585e-05,-3.4648454365338e-21,-3.4652095593568e-21,1.8301868815509e-37,1,1.8303792522197e-37,3.5053697906512e-21,3.5057381664608e-21,1.2495866114121,1.2497178503999
25.958682112,2.437064315196e-05,2.4373845213859e-05,-4.2863785257991e-21,-4.2869422485426e-21,2.2636541142527e-37,1,2.2639519022766e-37,4.336589902469e-21,4.3371602150684e-21,1.5469783875551,1.5471816452419
32.1504185344,2.9826756171773e-05,2.9831632543062e-05,-5.2405928190625e-21,-5.241450828286e-21,2.7667345375666e-37,1,2.7671877090175e-37,5.3021203501504e-21,5.302988401547e-21,1.8933167615192,1.8936262995542
39.58050224128,3.6093820360125e-05,3.6101139398092e-05,-6.332459231769e-21,-6.3337460211845e-21,3.3417416457513e-37,1,3.3424211269141e-37,6.4070417983384e-21,6.4083436742054e-21,2.2911319850383,2.291596576534
48.496602689536,4.3154368083598e-05,4.3165208852139e-05,-7.5559480687331e-21,-7.5578519440294e-21,3.9850460567302e-37,1,3.9860510636766e-37,7.6453280071974e-21,7.6472542567322e-21,2.739315262944,2.7400034037753
59.195923227443,5.0899258709955e-05,5.0915111311443e-05,-8.8880237921491e-21,-8.8908037318122e-21,4.6839185790399e-37,1,4.6853854032441e-37,8.9937685389231e-21,8.9965812528973e-21,3.2309386615653,3.2319449391483
72.035107872932,5.9093638478293e-05,5.9116518153972e-05,-1.0283203516324e-20,-1.0287207938873e-20,5.4137523229705e-37,1,5.4158640491514e-37,1.040644856795e-20,1.0410500398143e-20,3.7510943391153,3.7525466751726
87.442129447518,6.7360090602574e-05,6.739265502764e-05,-1.1671933501721e-20,-1.1677618968759e-20,6.1374185362271e-37,1,6.1404146397612e-37,1.181307163444e-20,1.1818824763104e-20,4.2758249626891,4.2778920588041
105.93055533702,7.520284016084e-05,7.524849395036e-05,-1.2966903912016e-20,-1.2974851042209e-20,6.8089045382627e-37,1,6.8130889425583e-37,1.3125297250901e-20,1.3133339550668e-20,4.7736601650673,4.7765581364199
128.11666640443,8.2090602333216e-05,8.2153572755963e-05,-1.4079542694602e-20,-1.4090466902448e-20,7.3822725477987e-37,1,7.388018950111e-37,1.4253383456915e-20,1.4264439415876e-20,5.2108755127645,5.2148726942273
154.73999968531,8.7587725489623e-05,8.7673103529746e-05,-1.4943351321241e-20,-1.4958108102838e-20,7.8239555977082e-37,1,7.8317100250531e-37,1.5129795624252e-20,1.5144731736677e-20,5.5598170923389,5.5652366449547
186.68799962237,9.1484127112044e-05,9.1597888315814e-05,-1.5534292316017e-20,-1.5553880375437e-20,8.1231012492023e-37,1,8.133383679456e-37,1.5729900011418e-20,1.5749727949071e-20,5.8071494693113,5.8143707035839
225.02559954685,9.3856623589821e-05,9.4005665292937e-05,-1.5877074286393e-20,-1.5902643164527e-20,8.2942292473043e-37,1,8.3076378233925e-37,1.6078434456174e-20,1.6104318756895e-20,5.9577487273114,5.9672094662885
271.03071945622,9.5023270809223e-05,9.5215513042779e-05,-1.6033027486557e-20,-1.6065897349453e-20,8.3703008876318e-37,1,8.3875226543658e-37,1.6237336371285e-20,1.627061440979e-20,6.0318041399266,6.0440071244204
326.23686334746,9.5413127591629e-05,9.5657715467204e-05,-1.6075901982546e-20,-1.6117600842776e-20,8.3898485983613e-37,1,8.4116793487441e-37,1.6281279200721e-20,1.6323498810717e-20,6.0565511280494,6.0720768634603
392.48423601695,9.5420140915246e-05,9.5727760410558e-05,-1.6068187117213e-20,-1.6120506139856e-20,8.3848297510707e-37,1,8.4122031425498e-37,1.6273657561948e-20,1.6326633092568e-20,6.0569963136767,6.0765231151595
471.98108322034,9.530927053759e-05,9.5692562819986e-05,-1.6048400280381e-20,-1.6113464124049e-20,8.3744631761609e-37,1,8.4084874654476e-37,1.6253633471185e-20,1.6319516784614e-20,6.0499585807377,6.0742888732658
567.37729986441,9.5202355532248e-05,9.5676403947532e-05,-1.6031857826555e-20,-1.6112205452966e-20,8.3660548182589e-37,1,8.4080548597812e-37,1.62368418651e-20,1.6318204505504e-20,6.0431719234658,6.073263154482
681.8527598373,9.5122802207811e-05,9.5705677341225e-05,-1.6019751303208e-20,-1.6118426259923e-20,8.3599006171894e-37,1,8.4114647447427e-37,1.6224550793273e-20,1.6324475276244e-20,6.0381221070619,6.0751213453837
819.22331180476,9.5054283611561e-05,9.576765567337e-05,-1.6008711843396e-20,-1.6129364262771e-20,8.3541935751737e-37,1,8.4172266703043e-37,1.6213359650811e-20,1.633554264096e-20,6.0337727434902,6.0790555517863
984.06797416571,9.4978652318819e-05,9.5848499645185e-05,-1.5996011919986e-20,-1.6143017239445e-20,8.3475656964991e-37,1,8.4243511145646e-37,1.62004970136e-20,1.6349369826721e-20,6.0289718863866,6.0841872947765
1181.8815689988,9.4886858539153e-05,9.5944307299012e-05,-1.5980490478891e-20,-1.6159090896964e-20,8.3394572398427e-37,1,8.4327306352536e-37,1.6184778631459e-20,1.6365650458325e-20,6.0231450810631,6.0902688892962
1419.2578827986,9.4775434184306e-05,9.6057761818925e-05,-1.5961694119908e-20,-1.6178167736086e-20,8.3296449473423e-37,1,8.442682556405e-37,1.616574263523e-20,1.6384971823743e-20,6.0160721832441,6.0974706561589
1704.1094593583,9.4641629498332e-05,9.6193462057283e-05,-1.5939155978255e-20,-1.6201018517779e-20,8.3178832310351e-37,1,8.4546071495744e-37,1.6142916421887e-20,1.6408114772071e-20,6.007578646325,6.1060845172958
2045.93135123,9.448158138094e-05,9.6356317377286e-05,-1.5912203825515e-20,-1.6228448447944e-20,8.3038185350278e-37,1,8.4689218629233e-37,1.611561966301e-20,1.6435895298116e-20,5.9974192518014,6.1164221049733
2456.117621476,9.4290288390593e-05,9.6551787461805e-05,-1.5879988412171e-20,-1.6261370101061e-20,8.2870070094518e-37,1,8.4861022588121e-37,1.6082992389906e-20,1.6469237780543e-20,5.9852765225384,6.1288299841696
2948.3411457712,9.4061774376314e-05,9.6786355192797e-05,-1.5841503650836e-20,-1.6300875690163e-20,8.2669237339105e-37,1,8.5067184196625e-37,1.6044015639192e-20,1.6509248380682e-20,5.9707711096473,6.1437196695997
3539.0093749255,9.3789026079965e-05,9.7067823573022e-05,-1.5795569158176e-20,-1.6348280127672e-20,8.2429528111332e-37,1,8.5314566239884e-37,1.5997493921368e-20,1.6557258803872e-20,5.9534578316569,6.1615864734536
4247.8112499105,9.3463827711015e-05,9.7405564764528e-05,-1.5740801408565e-20,-1.6405161981982e-20,8.2143722571074e-37,1,8.5611406634144e-37,1.5942026021616e-20,1.6614867795669e-20,5.9328151737961,6.1830253136429
5098.3734998927,9.3076587124126e-05,9.7810820114216e-05,-1.5675584926282e-20,-1.6473414473298e-20,8.180339031372e-37,1,8.5967585186879e-37,1.5875975812734e-20,1.6683992778631e-20,5.908234254246,6.2087497585621
6119.0481998712,9.2616168604466e-05,9.8297068790157e-05,-1.5598044293198e-20,-1.6555307727573e-20,8.1398744452275e-37,1,8.6394948631612e-37,1.5797443901618e-20,1.6766932898751e-20,5.8790082098325,6.239615427062
7343.8578398454,9.2069736450133e-05,9.88804690367e-05,-1.5506017799702e-20,-1.6653563085744e-20,8.0918504095889e-37,1,8.6907698395056e-37,1.5704240943576e-20,1.6866444284862e-20,5.8443222670879,6.2766479980561
8813.6294078145,9.1422624381545e-05,9.9580382543088e-05,-1.5397035440144e-20,-1.6771441405727e-20,8.0349779506688e-37,1,8.7522851392425e-37,1.559386535671e-20,1.6985829479656e-20,5.8032454527343,6.3210764959333
10577.355289377,9.0658255323582e-05,0.0001004199955974,-1.5268305401057e-20,-1.6912847674141e-20,7.9678001586645e-37,1,8.826078594626e-37,1.5463489637451e-20,1.7129043388753e-20,5.7547255016845,6.3743727196244
12693.826347253,8.9758145380592e-05,0.0001014270512218,-1.5116714729418e-20,-1.7082454310136e-20,7.8886925363188e-37,1,8.9145885250864e-37,1.5309961037394e-20,1.7300818160794e-20,5.6975891093642,6.4382977164457
15233.591616703,8.8702036586881e-05,0.00010263470579837,-1.4938851687643e-20,-1.7285845434847e-20,7.7958746646063e-37,1,9.0207290245698e-37,1.5129824204143e-20,1.7506809301208e-20,5.6305503583312,6.5149561582412
18281.309940044,8.7468214431429e-05,0.00010408252102385,-1.4731059226413e-20,-1.7529683931992e-20,7.687438107175e-37,1,9.1479771424218e-37,1.4919375337801e-20,1.7753764868473e-20,5.5522308738322,6.6068593078224
21938.571928053,8.6034075999931e-05,0.00010581759588523,-1.4489530664209e-20,-1.7821902089694e-20,7.5613963402856e-37,1,9.3004723701263e-37,1.4674759093753e-20,1.8049718553089e-20,5.4611958878265,6.7169968735245
26327.286313664,8.4377019041805e-05,0.00010789583175993,-1.4210459414389e-20,-1.8171914662021e-20,7.4157628873873e-37,1,9.4831278277315e-37,1.4392120223946e-20,1.840420546287e-20,5.3560106744045,6.8489173141278
31593.743576396,8.2475715434578e-05,0.00011038330424421,-1.3890253449665e-20,-1.8590849904625e-20,7.2486632368811e-37,1,9.701750830021e-37,1.4067820783161e-20,1.8828496112148e-20,5.2353213856475,7.0068149185872
37913.492291676,8.0311801241088e-05,0.0001133576799932,-1.3525819941815e-20,-1.9091788206204e-20,7.0584833761762e-37,1,9.9631674115919e-37,1.3698728372455e-20,1.9335838067325e-20,5.0979623316012,7.1956197429596
45497.190750011,7.7871993631481e-05,0.00011690960825195,-1.3114921717238e-20,-1.9689996380069e-20,6.844055826623e-37,1,1.0275344611433e-36,1.3282577292598e-20,1.9941693377916e-20,4.9430903564006,7.4210859408015
54597.628900013,7.5150457783218e-05,0.00012114386402889,-1.265657598443e-20,-2.040312030163e-20,6.6048676854054e-37,1,1.0647490966007e-36,1.2818372113832e-20,2.0663933416983e-20,4.7703350822796,7.6898643285306
63698.067050015,7.2632717333206e-05,0.00012534371324676,-1.2232551776367e-20,-2.1110449088401e-20,6.3835901948508e-37,1,1.1016613052279e-36,1.2388927272481e-20,2.1380304289757e-20,4.6105161543443,7.9564586867724
72798.505200017,7.0298647930537e-05,0.00012950597330879,-1.1839460011616e-20,-2.1811446854122e-20,6.1784547686056e-37,1,1.1382431220779e-36,1.1990810298619e-20,2.2090263196578e-20,4.4623561366349,8.2206669934306
81898.943350019,6.8130271871252e-05,0.0001336283687278,-1.1474273074003e-20,-2.2505730429383e-20,5.987881458747e-37,1,1.1744745526052e-36,1.1620954891037e-20,2.2793422089781e-20,4.3247138561711,8.4823448071178
90999.381500021,6.6111615857132e-05,0.00013770924625008,-1.1134300895797e-20,-2.3193021421996e-20,5.8104664600416e-37,1,1.2103410694391e-36,1.1276636591355e-20,2.3489499017634e-20,4.1965753738881,8.7413871840412
100099.81965002,6.4228506216676e-05,0.0001417474316845,-1.0817156472666e-20,-2.3873122106137e-20,5.6449641222684e-37,1,1.2458323549945e-36,1.095543789882e-20,2.4178293747007e-20,4.0770409858534,8.9977195899212
111020.34543003,6.2129795762579e-05,0.00014653643890586,-1.0463701297197e-20,-2.467967406563e-20,5.4605129118924e-37,1,1.2879225400996e-36,1.0597464235737e-20,2.4995156199326e-20,3.9438208777923,9.3017120050208
121940.87121003,6.0188975914335e-05,0.00015126248093074,-1.0136836979423e-20,-2.5475621341951e-20,5.2899381452659e-37,1,1.3294593134441e-36,1.0266421401864e-20,2.5801278444162e-20,3.8206232116227,9.6017075704053
132861.39699003,5.8389553850817e-05,0.00015592495846141,-9.8337859790273e-21,-2.626086307861e-20,5.1317903625828e-37,1,1.3704374118304e-36,9.9594962961499e-21,2.6596558282259e-20,3.7064010704591,9.8976682443787
143781.92277003,5.6717047186989e-05,0.0001605239314633,-9.5521093001147e-21,-2.703540941184e-20,4.984796781546e-37,1,1.4108573650891e-36,9.6742187601773e-21,2.7381005996702e-20,3.6002351541207,10.189597833373
154702.44855004,5.5158758336179e-05,0.00016505986984615,-9.2896685182731e-21,-2.7799339508234e-20,4.8478414678177e-37,1,1.4507233049119e-36,9.4084230316181e-21,2.8154701765642e-20,3.5013194562977,10.477526165907
165622.97433004,5.3703542643245e-05,0.00016953352674121,-9.044586730549e-21,-2.8552780221053e-20,4.719944963333e-37,1,1.4900418516909e-36,9.160208228854e-21,2.8917774080627e-20,3.4089465463108,10.761501048591
178727.60526604,5.207942386852e-05,0.00017482169353767,-8.7710587838354e-21,-2.9443398320059e-20,4.5772037387309e-37,1,1.5365190431252e-36,8.8831836081625e-21,2.9819777369032e-20,3.3058521541088,11.097178678964
191832.23620204,5.0574813857838e-05,0.00018002387954165,-8.5176578653783e-21,-3.031953565967e-20,4.4449658271379e-37,1,1.5822405498638e-36,8.6265433163957e-21,3.0707114786858e-20,3.2103438347874,11.427398495733
204936.86713805,4.9177065761994e-05,0.00018514187065961,-8.2822540902286e-21,-3.1181493045203e-20,4.3221197496048e-37,1,1.6272220698964e-36,8.3881302390092e-21,3.1580090983116e-20,3.1216188027055,11.752273863109
218041.49807405,4.787514999484e-05,0.00019017782770611,-8.0629899368058e-21,-3.202963441743e-20,4.20769615969e-37,1,1.671482595924e-36,8.1660631088755e-21,3.2439074551693e-20,3.0389769314324,12.07194194339
231146.12901005,4.665945062947e-05,0.00019513407074553,-7.8582459457396e-21,-3.2864350519702e-20,4.1008499438388e-37,1,1.7150425193721e-36,7.9587017773249e-21,3.3284461245775e-20,2.9618078295641,12.386550007594
246871.68613326,4.5302502289567e-05,0.00020098036398383,-7.6297131918753e-21,-3.384896625499e-20,3.9815894813919e-37,1,1.7664250015638e-36,7.7272475652274e-21,3.4281663798466e-20,2.8756726487331,12.757655900474
262597.24325646,4.4045006934402e-05,0.00020671982574124,-7.4179298736499e-21,-3.4815589669161e-20,3.8710697443539e-37,1,1.8168685477967e-36,7.512756908279e-21,3.526064402721e-20,2.7958504575517,13.121980437974
278322.80037967,4.2876255876838e-05,0.00021235615100201,-7.2210925004584e-21,-3.5764843076833e-20,3.7683495802998e-37,1,1.8664056339684e-36,7.3134032598496e-21,3.6222032201129e-20,2.7216614993362,13.479758167075
294048.35750287,4.1786962743765e-05,0.00021789319515939,-7.0376371161301e-21,-3.6697375804722e-20,3.6726128378213e-37,1,1.9150701455927e-36,7.1276026713416e-21,3.716648594835e-20,2.6525163018103,13.831233817061
309773.91462607,4.0769068834952e-05,0.00022333477539327,-6.8662065102146e-21,-3.7613830731074e-20,3.5831512563515e-37,1,1.962895631725e-36,6.9539805937012e-21,3.8094656378152e-20,2.5879033218434,14.17664969154
328644.58317392,3.9631904930329e-05,0.00022974456300207,-6.6746887726652e-21,-3.8693348260879e-20,3.4832071360327e-37,1,2.0192305899362e-36,6.7600145890497e-21,3.9187973909155e-20,2.5157194253172,14.583524587611
347515.25172176,3.8576977822123e-05,0.00023602874867584,-6.4970210542564e-21,-3.9751712227967e-20,3.3904906830441e-37,1,2.0744616421237e-36,6.5800756562357e-21,4.0259867462112e-20,2.448755684284,14.982426633818
366385.92026961,3.7595404301121e-05,0.0002421927465776,-6.3317072891905e-21,-4.0789834478945e-20,3.3042211732874e-37,1,2.1286363734105e-36,6.4126486040756e-21,4.1311260539806e-20,2.3864482181528,15.373699505671
385256.58881745,3.667950243823e-05,0.00024824191680213,-6.1774537233168e-21,-4.1808617752413e-20,3.2237234591939e-37,1,2.1818018936091e-36,6.2564231402786e-21,4.2343067421706e-20,2.3283094001421,15.757683446581
404127.25736529,3.5822619305394e-05,0.000254181392382,-6.0331398981424e-21,-4.2808926541978e-20,3.1484128270978e-37,1,2.2340033166337e-36,6.1102644826876e-21,4.335616365254e-20,2.2739169214992,16.134704286702
422997.92591314,3.5018972535605e-05,0.00026001603016383,-5.8977919663616e-21,-4.3791578821563e-20,3.0777810737322e-37,1,2.2852833288793e-36,5.9731863435693e-21,4.4351377672765e-20,2.2229037341844,16.505070324703
445642.72817055,3.41177219359e-05,0.00026688628847569,-5.7460058619193e-21,-4.4948647186569e-20,2.9985710035579e-37,1,2.3456652976442e-36,5.819459884924e-21,4.5523237416628e-20,2.165694936254,16.941174577639
468287.53042797,3.3278303657338e-05,0.00027361993674282,-5.6046333632958e-21,-4.6082708047125e-20,2.9247953045353e-37,1,2.4048466120352e-36,5.6762801550915e-21,4.6671795541346e-20,2.1124110763675,17.368607217545
490932.33268538,3.249427927976e-05,0.0002802234740372,-5.4725901376573e-21,-4.7194855963236e-20,2.855888115005e-37,1,2.4628843920652e-36,5.5425489587703e-21,4.7798160598216e-20,2.0626434621167,17.787780786832
513577.13494279,3.1760060437069e-05,0.00028670316209693,-5.3489350135018e-21,-4.8286145522565e-20,2.791358282458e-37,1,2.519833671791e-36,5.4173130935527e-21,4.8903400656787e-20,2.0160373600825,18.199092762638
